order_id,customer_name,region,product,sales_rep,order_date,quantity,unit_price,discount,shipping_cost,revenue,total_cost,priority,sales_rep_email
ELX-1727,Smart Store,South,Apple Watch Series 9,John Smith,2023-01-19,48,182.78,0.16,14.42,7369.69,7384.11,low,JOHN.SMITH@GMAIL.COM
ELX-1728,Smart Store,North,Apple Watch Series 9,Jane Doe,2023-01-08,12,764.7,0.23,21.41,7065.83,7087.24,High,jane.doe.@yahoo.com
ELX-1729,TechMart,West,AirPods Pro,Mike Davis,2023-02-02,7,150.3,,17.31,894.29,911.6,high,MIKE.DAVIS@COMPANY.COM
ELX-1730,TechMart,South,Power Bank,Bob Wilson,2023-12-14,26,399.22,0.24,16.52,"$7,888.59",7905.11,High,bob.wilsonbusiness.org
ELX-1731,Electronics Plus,East,Sony WH-1000XM5,John Smith,2023-10-31,12,412.57,0.03,7.82,4802.31,4810.13,medium,john.smithbusiness.org
ELX-1732,  GadgetHub  ,South,Wireless Charger,Mike Davis,2023-03-26,29,303.72,0.15,7.67,7486.7,7494.37,medium,MIKE.DAVIS@YAHOO.COM
ELX-1733,Smart Store,West,AirPods Pro,John Smith,2023-09-07,6,22.52,0.04,6.78,129.72,136.5,HIGH,john.smithyahoo.com
ELX-1734,Smart Store,East,Power Bank,Alice Brown,2023-12-21,9,259.3,0.16,15.46,1960.31,1975.77,HIGH,alice.brown@company.com
ELX-1735,GadgetHub,South,AirPods Pro,Mike Davis,2023-12-21,3,721.58,0.18,17.24,1775.09,1792.33,Low,mike.davis@yahoo.com
ELX-1736,TechMart,East,Wireless Charger,Alice Brown,2023-01-03,36,294.23,0.03,15.6,10274.51,10290.11,Low,alice.brownbusiness.org
ELX-1737,TechMart,Central,Wireless Charger,Mike Davis,2023-09-17,15,565.1,0.16,9.16,,7129.42,High,
ELX-1738,TechMart,SOUTH,Dell XPS 13,Jane Doe,2023-12-17,31,604.56,Missing,23.45,17991.71,18015.16,High,JANE.DOE@COMPANY.COM
ELX-1739,  TechMart  ,East,iPhone Case,Jane Doe,2023-08-11,17,411.14,0.2,20.17,5591.5,5611.67,Low,jane.doe@company.com
ELX-1740,TechMart,North,Samsung  Galaxy  S24,Mike Davis,2023-04-01,11,945.81,0.12,7.32,-,9162.76,low,mike.davis.@gmail.com
ELX-1741,Electronics Plus,WEST,Screen Protector,Alice Brown,2023-04-12,48,817.07,0.08,20.58,36081.81,36102.39,Medium,
ELX-1742,  Digital World  ,South,Dell XPS 13,Jane Doe,2023-07-31,13,460.01,0.06,14.42,5621.32,5635.74,HIGH,
ELX-1743,GadgetHub,North,Power Bank,Jane Doe,2023-04-21,40,554.16,0.1,7.73,19949.76,19957.49,Low,JANE.DOE@BUSINESS.ORG
ELX-1744,  Electronics Plus  ,East,Fitbit Charge 6,Jane Doe,2023-06-21,9,53.03,0.14,10.61,410.45,421.06,High,jane.doeyahoo.com
ELX-1745,TechMart,West,Bluetooth Speaker,Alice Brown,2023-03-29,49,422.14,0.22,17.07,16134.19,16151.26,high,alice.brown@gmail.com
ELX-1746,Smart Store,South,Phone Holder,Jane Doe,2023-02-14,27,1030.51,0.12,24.91,"$24,484.92",24509.83,Medium,jane.doecompany.com
ELX-1747,  Smart Store  ,West,Bluetooth Speaker,Bob Wilson,2023-01-08,47,522.31,0.22,9.96,19147.88,19157.84,HIGH,
ELX-1748,GadgetHub,Central,Apple Watch Series 9,Mike Davis,2023-03-18,37,1079.43,0.1,5.88,35945.02,35950.9,Low,-
ELX-1749,GadgetHub,Central,galaxy s24,Alice Brown,2023-09-29,26,582.93,0.2,21.43,12124.94,12146.37,High,ALICE.BROWN@BUSINESS.ORG
ELX-1750,GadgetHub,West,Apple Watch Series 9,John Smith,2023-10-13,49,29.72,0.18,24.0,1194.15,1218.15,low,john.smithbusiness.org
ELX-1751,Electronics Plus,East,iPhone Case,Jane Doe,2023-11-28,6,33.88,0.17,8.24,168.72,176.96,High,jane.doe.@gmail.com
ELX-1752,  GadgetHub  ,Central,iPhone 15,Alice Brown,2023-08-26,50,179.27,0.18,8.7,7350.07,7358.77,HIGH,
ELX-1753,  Digital World  ,West,iPhone 15,John Smith,2023-07-17,45,409.49,0.01,13.52,18242.78,18256.3,Low,john.smith.@yahoo.com
ELX-1754,Digital World,Central,Phone Holder,Mike Davis,2023-04-17,44,110.94,0.22,19.72,3807.46,3827.18,Medium,MIKE.DAVIS@COMPANY.COM
ELX-1755,TechMart,central,WIRELESS CHARGER,John Smith,2023-02-26,25,448.23,0.15,12.31,9524.89,9537.2,High,-
ELX-1756,Electronics Plus,central,MacBook Pro,Mike Davis,2023-12-30,50,257.58,0.25,9.77,9659.25,9669.02,HIGH,mike.davisyahoo.com
ELX-1757,TechMart,West,Sony WH-1000XM5,Jane Doe,2023-06-14,23,1079.05,0.13,13.46,21591.79,21605.25,low,JANE.DOE@YAHOO.COM
ELX-1758,TechMart,North,Wireless Charger,Bob Wilson,2023-08-20,32,609.22,0.21,14.4,15401.08,15415.48,High,bob.wilsonyahoo.com
ELX-1759,Smart Store,Central,iPhone Case,Alice Brown,2023-11-14,24,962.89,0.24,21.18,17563.11,17584.29,high,alice.brown@yahoo.com
ELX-1760,  TechMart  ,South,Bluetooth Speaker,John Smith,2023-02-11,26,1079.07,0.07,24.13,26091.91,26116.04,medium,
ELX-1761,TechMart,South,Fitbit Charge 6,John Smith,2023-12-23,10,603.15,0.22,15.41,-,4719.98,High,john.smithgmail.com
ELX-1762,TechMart,East,Power Bank,Mike Davis,2023-03-09,31,425.84,0.11,17.89,11748.93,11766.82,medium,mike.davis.@yahoo.com
ELX-1763,Digital World,South,MacBook Pro,John Smith,2023-04-29,34,778.94,0.1,11.86,23835.56,23847.42,medium,john.smith.@yahoo.com
ELX-1764,Digital World,West,Laptop Stand,Mike Davis,2023-08-16,30,375.34,0.03,20.79,10922.39,10943.18,Medium,
ELX-1765,Electronics Plus,East,Apple Watch Series 9,Alice Brown,2023-07-10,19,927.15,0.01,12.06,17439.69,17451.75,medium,alice.brown.@yahoo.com
ELX-1766,GadgetHub,South,AirPods Pro,Mike Davis,2023-05-27,12,1168.25,0.21,18.86,11075.01,11093.87,HIGH,mike.davis.@business.org
ELX-1767,Electronics Plus,South,Apple Watch Series 9,John Smith,2023-01-22,21,695.81,0.11,12.39,13004.69,13017.08,High,JOHN.SMITH@YAHOO.COM
ELX-1768,Electronics Plus,CENTRAL,Samsung Galaxy S24,Bob Wilson,2023-06-26,10,456.9,0.13,8.25,3975.03,3983.28,Medium,
ELX-1769,  Digital World  ,North,iPhone 15,Alice Brown,2023-09-13,50,187.28,0.11,11.4,8333.96,8345.36,Low,alice.brownyahoo.com
ELX-1770,TechMart,Central,Laptop Stand,Bob Wilson,2023-11-28,46,365.23,0.22,24.39,13104.45,13128.84,medium,bob.wilsongmail.com
ELX-1771,Smart Store,South,Bluetooth Speaker,Bob Wilson,2023-12-19,8,881.99,0.23,7.79,"$5,433.06",5440.85,HIGH,bob.wilsongmail.com
ELX-1772,Smart Store,North,iPhone Case,John Smith,2023-07-25,40,1011.44,0.11,6.85,36007.26,36014.11,High,
ELX-1773,TechMart,Central,Sony WH-1000XM5,Mike Davis,2023-09-27,15,940.82,0.19,8.91,11430.96,11439.87,high,MIKE.DAVIS@GMAIL.COM
ELX-1774,TechMart,Central,Bluetooth Speaker,John Smith,2023-09-20,26,245.42,0.08,17.1,5870.45,5887.55,High,
ELX-1775,TechMart,EAST,USB-C Cable,Jane Doe,2023-08-07,24,472.54,0.0,11.9,11340.96,11352.86,,JANE.DOE@YAHOO.COM
ELX-1776,Digital World,West,Phone Holder,John Smith,2023-04-21,47,1067.05,0.19,13.31,40622.59,40635.9,medium,
ELX-1777,  GadgetHub  ,East,AirPods Pro,Alice Brown,2023-08-01,9,1005.08,0.15,7.87,7688.86,7696.73,low,ALICE.BROWN@BUSINESS.ORG
ELX-1778,  Digital World  ,West,Laptop Stand,Bob Wilson,2023-02-03,38,911.0,0.02,13.19,33925.64,33938.83,high,BOB.WILSON@COMPANY.COM
ELX-1779,Digital World,West,AirPods Pro,Mike Davis,2023-08-25,46,687.98,0.23,8.99,24368.25,24377.24,low,mike.davis@business.org
ELX-1780,  GadgetHub  ,East,Phone Holder,Alice Brown,2023-01-22,20,1003.98,0.08,16.19,18473.23,18489.42,low,ALICE.BROWN@COMPANY.COM
ELX-1781,  GadgetHub  ,South,iPhone 15,John Smith,2023-03-20,17,370.7,0.16,17.73,5293.6,5311.33,Medium,john.smith.@company.com
ELX-1782,TechMart,East,Power Bank,Jane Doe,2023-09-09,45,779.07,0.01,20.29,34707.57,34727.86,HIGH,jane.doe.@yahoo.com
ELX-1783,GadgetHub,North,Wireless Charger,Mike Davis,2023-09-04,37,531.74,0.06,18.72,18493.92,18512.64,high,-
ELX-1784,TechMart,East,Laptop Stand,Mike Davis,2023-09-01,17,207.97,0.01,11.39,3500.14,3511.53,low,mike.davis.@gmail.com
ELX-1785,Electronics Plus,east,AirPods Pro,John Smith,2023-05-20,24,512.12,0.23,12.12,9463.98,9476.1,low,john.smith@company.com
ELX-1786,Digital World,East,Laptop Stand,John Smith,2023-09-21,13,923.23,0.05,6.89,11401.89,11408.78,,
ELX-1787,Electronics Plus,Central,Screen Protector,Bob Wilson,2023-12-17,20,336.68,0.17,12.25,5588.89,5601.14,medium,bob.wilson@yahoo.com
ELX-1788,Smart Store,Central,Wireless Charger,Jane Doe,2023-01-07,9,629.03,0.09,14.7,5151.76,5166.46,high,
ELX-1789,    Digital World    ,South,Dell XPS 13,Jane Doe,2023-03-21,33,277.02,0.05,22.94,8684.58,8707.52,Low,JANE.DOE@GMAIL.COM
ELX-1790,Smart Store,Central,Phone Holder,Mike Davis,2023-12-26,49,966.06,0.1,23.32,42603.25,42626.57,HIGH,mike.daviscompany.com
ELX-1791,TechMart,South,iPhone 15,Alice Brown,2023-06-28,20,833.9,0.03,13.84,16177.66,16191.5,medium,alice.brown.@company.com
ELX-1792,Smart Store,Central,Screen Protector,Jane Doe,2023-12-30,20,49.08,0.2,9.45,785.28,794.73,low,
ELX-1793,Electronics Plus,South,iPhone Case,Jane Doe,2023-04-18,9,1177.61,0.11,20.26,9432.66,9452.92,Low,
ELX-1794,TechMart,North,iPhone 15,Alice Brown,2023-08-09,3,247.68,0.01,18.2,735.61,753.81,medium,alice.brownyahoo.com
ELX-1795,Smart Store,North,Gaming Headset,John Smith,2023-05-10,3,93.5,0.17,20.09,232.81,252.91,High,john.smithgmail.com
ELX-1796,TechMart,Central,Sony WH-1000XM5,Mike Davis,2023-04-13,12,809.66,0.01,7.91,9618.76,9626.67,HIGH,MIKE.DAVIS@COMPANY.COM
ELX-1797,Digital World,Central,Wireless Charger,Bob Wilson,2023-03-24,33,940.25,0.15,15.1,26374.01,26389.11,Medium,BOB.WILSON@YAHOO.COM
ELX-1798,TechMart,North,iPhone 15,Mike Davis,2023-04-22,46,241.98,0.07,23.03,10351.9,10374.93,Low,MIKE.DAVIS@GMAIL.COM
ELX-1799,Smart Store,North,Dell XPS 13,Jane Doe,2023-09-16,46,577.54,0.17,8.7,22050.48,22059.18,high,JANE.DOE@COMPANY.COM
ELX-1800,  TechMart  ,South,Wireless Charger,Alice Brown,2023-08-06,14,624.39,0.1,20.23,7867.31,7887.54,high,ALICE.BROWN@YAHOO.COM
ELX-1801,Digital World,North,Bluetooth Speaker,John Smith,2023-09-24,9,602.54,0.09,10.77,"$4,934.80",4945.57,HIGH,john.smith.@yahoo.com
ELX-1802,TechMart,North,Screen Protector,Alice Brown,2023-03-01,25,351.08,0.15,11.24,7460.45,7471.69,HIGH,alice.brown@yahoo.com
ELX-1803,GadgetHub,South,Phone Holder,Alice Brown,2023-05-29,28,238.71,0.02,21.82,6550.2,6572.02,,ALICE.BROWN@YAHOO.COM
ELX-1804,GadgetHub,East,AirPods Pro,John Smith,2023-12-12,32,811.43,0.1,15.45,23369.18,23384.63,medium,john.smithyahoo.com
ELX-1805,TechMart,North,iPad Air,Alice Brown,2023-07-25,45,714.81,0.03,23.51,31201.46,31224.97,medium,alice.brownbusiness.org
ELX-1806,Electronics Plus,North,Wireless Charger,Jane Doe,2023-06-23,13,720.03,0.25,7.46,7020.29,7027.75,medium,jane.doe@company.com
ELX-1807,GadgetHub,West,Fitbit Charge 6,Mike Davis,2023-10-31,18,911.22,0.2,23.86,13121.57,13145.43,HIGH,mike.davis.@business.org
ELX-1808,Digital World,West,USB-C Cable,Alice Brown,2023-09-19,-18,189.64,0.11,7.44,3038.03,3045.47,,ALICE.BROWN@BUSINESS.ORG
ELX-1809,GadgetHub,West,Apple Watch Series 9,Jane Doe,2023-01-16,7,889.29,0.21,14.96,"$4,917.77",4932.73,high,-
ELX-1810,TechMart,South,USB-C Cable,Mike Davis,2023-12-14,21,195.99,0.16,6.93,3457.26,3464.19,high,mike.daviscompany.com
ELX-1811,TechMart,Central,Gaming Headset,Alice Brown,2023-04-14,19,799.58,0.12,10.23,,13379.21,medium,alice.brown@company.com
ELX-1812,  Digital World  ,Central,Phone Holder,John Smith,2023-01-17,28,1057.95,,14.0,28733.92,28747.92,HIGH,john.smith.@gmail.com
ELX-1813,GadgetHub,West,Bluetooth Speaker,John Smith,2023-01-17,12,674.65,0.22,11.06,6314.72,6325.78,medium,john.smithcompany.com
ELX-1814,Electronics Plus,West,power bank,Jane Doe,2023-06-09,46,476.06,0.19,16.38,17738.0,17754.38,High,jane.doe@gmail.com
ELX-1815,GadgetHub,Central,Phone Holder,Mike Davis,2023-08-29,31,681.27,0.04,6.11,20274.6,20280.71,HIGH,mike.davisbusiness.org
ELX-1816,Digital World,WEST,USB-C Cable,Mike Davis,2023-12-13,23,923.27,0.07,6.23,19748.75,19754.98,High,
ELX-1817,Smart Store,North,iPad Air,Bob Wilson,2023-06-28,48,707.0,0.19,17.5,27488.16,27505.66,Medium,
ELX-1818,GadgetHub,North,Portable Charger,Bob Wilson,2023-07-02,27,431.25,0.17,9.95,9664.31,9674.26,medium,
ELX-1819,Digital World,Central,MacBook Pro,John Smith,2023-06-06,8,415.05,0.0,11.52,"$3,320.40",3331.92,Low,john.smith.@yahoo.com
ELX-1820,GadgetHub,WEST,Laptop Stand,Alice Brown,2023-05-17,2,839.71,0.15,24.72,1427.51,1452.23,,alice.browngmail.com
ELX-1821,GadgetHub,Central,USB-C Cable,Bob Wilson,2023-10-21,7,972.87,0.03,18.5,6605.79,6624.29,Low,bob.wilsoncompany.com
ELX-1822,Digital World,West,Laptop Stand,Bob Wilson,2023-03-27,40,369.93,0.24,9.04,11245.87,11254.91,Low,bob.wilson@business.org
ELX-1823,TechMart,Central,Sony WH-1000XM5,Bob Wilson,2023-05-16,4,367.32,0.14,21.09,1263.58,1284.67,high,bob.wilsonyahoo.com
ELX-1824,Smart Store,North,Dell XPS 13,Mike Davis,2023-06-22,18,94.71,0.2,14.51,1363.82,1378.33,low,mike.davisbusiness.org
ELX-1825,Electronics Plus,East,MacBook Pro,Bob Wilson,2023-09-16,20,528.0,0.13,9.0,9187.2,9196.2,low,bob.wilson.@company.com
ELX-1826,GadgetHub,East,Laptop Stand,Alice Brown,2023-12-10,49,663.86,0.22,17.56,25372.73,25390.29,low,alice.brown@gmail.com
ELX-1827,Smart Store,South,Gaming Headset,Jane Doe,2023-12-05,48,1126.65,0.07,17.76,50293.66,50311.42,high,JANE.DOE@COMPANY.COM
ELX-1828,Smart Store,West,Samsung Galaxy S24,Mike Davis,2023-04-13,24,563.05,0.06,19.93,12702.41,12722.34,low,MIKE.DAVIS@GMAIL.COM
ELX-1829,Digital World,West,Power Bank,Bob Wilson,2023-02-02,41,256.22,0.1,21.47,9454.52,9475.99,HIGH,bob.wilsonbusiness.org
ELX-1830,Electronics Plus,East,Apple Watch Series 9,Alice Brown,2023-05-03,8,192.71,0.01,20.94,1526.26,1547.2,,alice.brown.@business.org
ELX-1831,Digital World,West,Gaming Headset,Mike Davis,2023-08-12,28,781.6,0.01,8.19,21665.95,21674.14,high,MIKE.DAVIS@GMAIL.COM
ELX-1832,  Electronics Plus  ,North,Fitbit Charge 6,Bob Wilson,2023-12-04,36,223.54,0.21,24.28,6357.48,6381.76,,bob.wilsonbusiness.org
ELX-1833,GadgetHub,North,Samsung Galaxy S24,John Smith,2023-06-10,39,368.11,0.02,24.1,14069.16,14093.26,HIGH,john.smith.@gmail.com
ELX-1834,Digital World,North,Type-C Cable,Jane Doe,2023-05-01,8,691.6,0.13,7.41,4813.54,4820.95,,jane.doe@company.com
ELX-1835,Smart Store,central,Fitbit Charge 6,Alice Brown,2023-02-16,16,725.79,0.19,11.27,9406.24,9417.51,,alice.brown.@business.org
ELX-1836,Smart Store,West,Apple Watch Series 9,Alice Brown,2023-04-22,10,141.57,0.05,10.49,1344.91,1355.4,Medium,Missing
ELX-1837,GadgetHub,East,Samsung Galaxy S24,Alice Brown,2023-10-01,24,844.05,0.03,15.91,,19665.39,low,
ELX-1838,GadgetHub,South,Fitbit Charge 6,Jane Doe,2023-07-05,31,863.07,0.21,5.42,"$21,136.58",21142.0,Medium,JANE.DOE@YAHOO.COM
ELX-1839,  Smart Store  ,North,Samsung Galaxy S24,Jane Doe,2023-05-10,36,470.86,0.16,19.01,"$14,238.81",14257.82,Low,jane.doe@gmail.com
ELX-1840,TechMart,Central,Apple Watch Series 9,Alice Brown,2023-07-18,1,1093.1,0.1,24.56,983.79,1008.35,HIGH,alice.browncompany.com
ELX-1841,Digital World,East,MacBook Pro,Jane Doe,2023-06-02,14,1033.41,0.04,13.78,13889.03,13902.81,high,Missing
ELX-1842,Digital World,West,Samsung Galaxy S24,Bob Wilson,2023-02-11,50,1129.49,0.12,13.26,49697.56,49710.82,HIGH,bob.wilson@gmail.com
ELX-1843,Digital World,West,Dell XPS 13,Jane Doe,2023-12-24,17,615.01,0.09,17.04,9514.2,9531.24,Low,jane.doe.@company.com
ELX-1844,Smart Store,East,Bluetooth Speaker,John Smith,2023-01-27,42,775.29,0.16,20.82,27352.23,27373.05,medium,JOHN.SMITH@COMPANY.COM
ELX-1845,Electronics Plus,North,USB-C Cable,Jane Doe,2023-11-18,20,386.76,0.02,8.16,7580.5,7588.66,Medium,
ELX-1846,Smart Store,South,Power Bank,Bob Wilson,2023-08-20,31,1050.1,0.03,8.47,31576.51,31584.98,Medium,bob.wilson@company.com
ELX-1847,Smart Store,East,iPhone Case,Jane Doe,2023-02-13,27,450.61,0.1,12.55,10949.82,10962.37,low,jane.doe@gmail.com
ELX-1848,Smart Store,South,iPhone 15,John Smith,2023-10-13,42,740.22,0.06,6.78,29223.89,29230.67,Low,john.smithbusiness.org
ELX-1849,GadgetHub,South,Fitbit Charge 6,Jane Doe,2023-01-26,26,747.33,0.15,7.99,16515.99,16523.98,medium,jane.doebusiness.org
ELX-1850,Digital World,South,Dell XPS 13,John Smith,2023-09-27,28,931.43,0.23,21.55,20081.63,20103.18,Low,john.smith.@business.org
ELX-1851,GadgetHub,North,Apple Watch Series 9,Jane Doe,2023-04-08,18,356.23,0.12,7.6,5642.68,5650.28,,Missing
ELX-1852,Electronics Plus,Central,Sony WH-1000XM5,Bob Wilson,2023-12-13,13,510.72,0.1,7.92,"$5,975.42",5983.34,,bob.wilson@business.org
ELX-1853,Digital World,East,Apple Watch Series 9,Mike Davis,2023-08-19,16,453.02,0.17,14.16,6016.11,6030.27,high,MIKE.DAVIS@GMAIL.COM
ELX-1854,TechMart,West,iPad Air,Bob Wilson,2023-12-21,26,828.92,0.18,19.17,17672.57,17691.74,,BOB.WILSON@GMAIL.COM
ELX-1855,Smart Store,East,MacBook Pro,John Smith,2023-10-13,4,76.75,-,14.42,236.39,250.81,High,john.smith@gmail.com
ELX-1856,Digital World,CENTRAL,Galaxy S24,John Smith,2023-05-10,33,749.29,0.08,12.89,22748.44,22761.33,High,john.smith.@yahoo.com
ELX-1857,Digital World,South,Phone Holder,John Smith,2023-10-25,12,323.45,-,23.61,"$3,376.82",3400.43,HIGH,
ELX-1858,GadgetHub,South,MacBook Pro,Bob Wilson,2023-12-30,34,528.02,0.07,11.27,16695.99,16707.26,High,-
ELX-1859,Electronics Plus,West,Fitbit Charge 6,Bob Wilson,2023-08-09,19,1084.81,0.07,21.59,,19190.18,high,Missing
ELX-1860,Digital World,Central,Screen Protector,Alice Brown,2023-03-26,21,888.19,0.12,24.0,16413.75,16437.75,High,alice.browngmail.com
ELX-1861,  Smart Store  ,West,Samsung Galaxy S24,Jane Doe,2023-03-18,4,287.38,-,10.2,1138.02,1148.22,high,jane.doe@yahoo.com
ELX-1862,GadgetHub,West,Dell XPS 13,Alice Brown,2023-01-21,-29,437480.0,0.18,14.7,10403.27,10417.97,medium,alice.brown@company.com
ELX-1863,GadgetHub,North,iPad Air,John Smith,2023-06-28,6,256.42,0.07,21.7,1430.82,1452.52,high,
ELX-1864,Smart Store,East,Sony WH-1000XM5,Mike Davis,2023-01-03,34,923.71,0.05,23.41,29835.83,29859.24,high,mike.davis.@business.org
ELX-1865,Electronics Plus,West,Dell XPS 13,Bob Wilson,2023-01-14,19,822.36,0.17,12.88,12968.62,12981.5,high,bob.wilson.@company.com
ELX-1866,Smart Store,North,Screen Protector,Jane Doe,2023-01-15,6,560.38,0.18,14.6,2757.07,2771.67,high,jane.doecompany.com
ELX-1867,Digital World,Central,iPhone 15,Bob Wilson,2023-01-23,42,752.5,0.11,23.95,28128.45,28152.4,HIGH,
ELX-1868,Smart Store,South,Sony WH-1000XM5,John Smith,2023-11-26,19,397.96,0.01,6.41,7485.63,7492.04,,
ELX-1869,Smart Store,West,MacBook Pro,Alice Brown,2023-05-11,12,299.49,0.19,12.98,2911.04,2924.02,High,alice.brownyahoo.com
ELX-1870,TechMart,South,AirPods Pro,Alice Brown,2023-07-26,19,781.89,,8.08,11290.49,11298.57,low,
ELX-1871,Digital World,west,Power Bank,Bob Wilson,2023-12-17,39,170.57,0.17,21.64,"$5,521.35",5542.99,HIGH,
ELX-1872,Smart Store,South,Gaming Headset,Alice Brown,2023-07-18,31,333.15,0.15,6.8,8778.5,8785.3,medium,alice.brown.@company.com
ELX-1873,GadgetHub,East,AirPods-Pro,Alice Brown,2023-11-19,28,125.14,0.13,24.47,3048.41,3072.88,HIGH,alice.brown.@yahoo.com
ELX-1874,  Electronics Plus  ,South,Gaming Headset,Mike Davis,2023-11-19,42,636.74,0.07,13.75,24871.06,24884.81,Low,mike.davis@company.com
ELX-1875,GadgetHub,East,iPad Air,Jane Doe,2023-12-17,20,1012.22,0.13,10.91,17612.63,17623.54,low,
ELX-1876,TechMart,Central,MacBook Pro,John Smith,2023-09-20,7,620.12,0.1,14.29,"$3,906.76",3921.05,Medium,john.smithbusiness.org
ELX-1877,Smart Store,East,Wireless Charger,Bob Wilson,2023-10-27,6,925.85,0.0,19.81,5555.1,5574.91,Low,bob.wilsonbusiness.org
ELX-1878,GadgetHub,South,AirPods-Pro,Alice Brown,2023-01-24,6,508.26,0.18,11.28,2500.64,2511.92,,
ELX-1879,GadgetHub,West,Fitbit Charge 6,Bob Wilson,2023-04-06,14,234.33,0.19,17.08,2657.3,2674.38,high,
ELX-1880,TechMart,West,Phone Holder,John Smith,2023-01-03,26,153.26,0.04,14.54,3825.37,3839.91,high,john.smithyahoo.com
ELX-1881,GadgetHub,Central,Gaming Headset,Bob Wilson,2023-11-13,40,442.46,0.17,18.81,14689.67,14708.48,medium,bob.wilson@company.com
ELX-1882,  GadgetHub  ,East,MacBook-Pro,Jane Doe,2023-03-11,1,241.1,0.2,18.92,$192.88,211.8,,jane.doegmail.com
ELX-1883,  Electronics Plus  ,North,Sony WH-1000XM5,Alice Brown,2023-11-29,10,784.94,0.11,17.52,,7003.49,medium,ALICE.BROWN@COMPANY.COM
ELX-1884,Smart Store,South,MacBook Pro,Bob Wilson,2023-08-26,10,576.68,0.01,8.32,5709.13,5717.45,high,BOB.WILSON@COMPANY.COM
ELX-1885,Electronics Plus,West,Gaming Headset,Alice Brown,2023-01-11,29,708.49,0.05,16.39,19518.9,19535.29,low,
ELX-1886,GadgetHub,North,Screen Protector,John Smith,2023-02-22,41,1019.44,0.11,13.31,37199.37,37212.68,high,john.smith@yahoo.com
ELX-1887,GadgetHub,Central,Phone Holder,Bob Wilson,2023-01-19,32,488.62,0.13,19.49,13603.18,13622.67,,BOB.WILSON@GMAIL.COM
ELX-1888,GadgetHub,South,SAMSUNG GALAXY S24,Mike Davis,2023-01-10,28,698.04,0.14,10.36,16808.8,16819.16,Medium,mike.davis.@business.org
ELX-1889,GadgetHub,West,Dell XPS 13,Alice Brown,2023-11-15,42,425.92,0.17,5.42,14847.57,14852.99,low,alice.brown.@yahoo.com
ELX-1890,Digital World,South,Gaming Headset,Bob Wilson,2023-08-13,15,616.55,0.15,18.7,7861.01,7879.71,medium,
ELX-1891,Smart Store,West,iPad Air,Bob Wilson,2023-12-31,25,1152.37,0.21,18.46,22759.31,22777.77,HIGH,bob.wilson@business.org
ELX-1892,Digital World,West,AirPods Pro,Mike Davis,2023-04-17,19,833.48,0.02,14.66,15519.4,15534.06,medium,MIKE.DAVIS@COMPANY.COM
ELX-1893,Electronics Plus,South,AirPods Pro,Mike Davis,2023-09-09,7,955.28,0.24,14.87,5082.09,5096.96,low,mike.davis.@gmail.com
ELX-1894,Electronics Plus,South,Phone Holder,John Smith,2023-10-01,23,1058.87,0.09,8.17,22162.15,22170.32,Medium,
ELX-1895,Smart Store,North,MacBook Pro,Bob Wilson,2023-08-09,8,746.81,0.03,9.48,5795.25,5804.73,High,BOB.WILSON@YAHOO.COM
ELX-1896,Digital World,East,wireless charger,John Smith,2023-10-13,18,1077.14,0.21,22.47,15316.93,15339.4,Medium,john.smith.@yahoo.com
ELX-1897,Smart Store,North,Samsung Galaxy S24,Alice Brown,2023-08-23,49,146.45,0.03,17.21,6960.77,6977.98,Medium,
ELX-1898,TechMart,Central,Samsung Galaxy S24,Mike Davis,2023-02-23,11,761.46,0.22,23.22,6533.33,6556.55,HIGH,mike.davisyahoo.com
ELX-1899,Electronics Plus,East,Bluetooth Speaker,Mike Davis,2023-09-13,47,1046.53,0.04,12.27,,47231.7,medium,
ELX-1900,Electronics Plus,North,Sony WH-1000XM5,Alice Brown,2023-08-01,50,926.3,0.06,21.18,43536.1,43557.28,medium,alice.brown@yahoo.com
ELX-1901,Digital World,East,Laptop Stand,Jane Doe,2023-02-13,18,456.34,0.19,12.21,,6665.65,low,jane.doecompany.com
ELX-1902,Electronics Plus,South,Laptop Stand,Alice Brown,2023-04-27,9,965.1,0.1,13.19,Missing,7830.5,High,ALICE.BROWN@GMAIL.COM
ELX-1903,GadgetHub,Central,Wireless Charger,John Smith,2023-08-15,10,927.63,0.18,15.35,7606.57,7621.92,HIGH,Missing
ELX-1904,TechMart,North,Screen Protector,Bob Wilson,2023-07-25,50,209.72,0.02,20.18,10276.28,10296.46,HIGH,
ELX-1905,Electronics Plus,Central,Galaxy S24,Mike Davis,2023-06-01,27,491.37,0.17,16.07,11011.6,11027.67,Medium,MIKE.DAVIS@BUSINESS.ORG
ELX-1906,  Digital World  ,EAST,Wireless Charger,John Smith,2023-05-24,34,738.33,0.04,13.08,24099.09,24112.17,medium,john.smith.@business.org
ELX-1907,Electronics Plus,Central,Bluetooth Speaker,Bob Wilson,2023-11-29,26,933.85,0.22,6.69,18938.48,18945.17,HIGH,bob.wilson.@company.com
ELX-1908,Smart Store,East,USB-C Cable,Jane Doe,2023-09-24,35,351.45,0.02,16.04,12054.74,12070.78,Medium,jane.doe.@business.org
ELX-1909,Smart Store,East,AirPods-Pro,John Smith,2023-01-15,35,717.12,0.06,20.48,23593.25,23613.73,high,john.smithcompany.com
